gameid	rule_idx	messageType	text
6781-0b332fca-d71c-4a99-b8ec-14f9dafc4571	26	I	Most all of the correctly identified examples of the species in question had thorns on their stems. Thornless examples were not identified as the correct species unless they had no tendrils and had purple petals. 
6781-0b332fca-d71c-4a99-b8ec-14f9dafc4571	36	I	All zorbs have three whiskers. All non zorbs do not have three whiskers. 
6781-0b332fca-d71c-4a99-b8ec-14f9dafc4571	46	I	All the luzaks had purple main bodies or abdomens excluding the head. All non luzaks did not have purple main bodies.
6904-9b2d32a0-14e4-434a-8e3e-b8d02a9af048	3	I	Color does not matter It cannot be without whiskers It is the creature, as long as it has the whiskers sound clear, anything else I need to know? No
6904-9b2d32a0-14e4-434a-8e3e-b8d02a9af048	33	I	They normally have a combination of berries and flowers They are normally colorful
6904-9b2d32a0-14e4-434a-8e3e-b8d02a9af048	43	I	If the stem is orange, the flower and vines are also orange If the stem is purple, it has many white properties If the stem is purple, it doesn't need to have vines The stem is never white That is all
7249-f3f3c018-1137-4390-861e-a6606da7f247	16	I	The ollers have orange trunks. easy one
7249-f3f3c018-1137-4390-861e-a6606da7f247	26	I	All of the ones with thorns are kweps.  Of the ones that do not have thorns, the ones with purple flower heads are kweps.
7249-f3f3c018-1137-4390-861e-a6606da7f247	36	I	All of the ones with whiskers hanging down are zorbs. In addition, there is one kind that does not have whiskers that is a zorb -- it's orange with purple stripes, no whiskers.
7249-f3f3c018-1137-4390-861e-a6606da7f247	46	I	The luzaks always have a purple body, underneath the wings. Look underneath the wings for the main part of the body. 
7253-4fae2998-1b73-4ad4-8633-44e06cf38a8f	5	I	they will always have legs but not always have wings. they look like butterflies. 
7253-4fae2998-1b73-4ad4-8633-44e06cf38a8f	15	I	will have a head full of feather and a tail full of feathers some dont have head feathers but will have tail feathers they will usually have color to them 
7253-4fae2998-1b73-4ad4-8633-44e06cf38a8f	35	I	they will usually have spirals coming out of them  the flower itself can be white with dots of color  or the flower can be colored
7253-4fae2998-1b73-4ad4-8633-44e06cf38a8f	45	I	luzaks can be white have whiskers
7297-6cd9e8b9-29bb-432d-8128-d9dca1b8f01d	9	I	trees with no flowers Purple with any color balls Blue with any color balls No white trees
7297-6cd9e8b9-29bb-432d-8128-d9dca1b8f01d	19	I	They have a purple dot in the middle of the flower head The petals must be orange A vice versa
7297-6cd9e8b9-29bb-432d-8128-d9dca1b8f01d	49	I	Luzaks must have tail feathers, those without are not Luzaks. Sometimes they have head feathers. Usually their wing colors match their tail colors. 
7356-0953dc47-73a8-4cce-9bdc-81ad8cf8d5ec	16	I	so the ollers are all the trees with the goldish trunk(bottom part of the tree) Every single tree with that color trunk is an oller its like a goldish yellow, youll see what I mean
7356-0953dc47-73a8-4cce-9bdc-81ad8cf8d5ec	26	I	alright for the sake of not taking forever, I really have no idea lol Like 2/3 of them are the ones that qualify though
7356-0953dc47-73a8-4cce-9bdc-81ad8cf8d5ec	36	I	Ok this one is easy its all of the fish with three long whiskers at the bottom Youll see them, its pretty easy
7356-0953dc47-73a8-4cce-9bdc-81ad8cf8d5ec	46	I	Yea really not sure about this one either, just pick around 2/3 of them again. Really have no idea which feature seperates the group
7428-0ee96d24-33b7-4933-81a3-c3d11c92dc5f	46	I	select the butterfly if any part of the body in violet color  don't select orange and white 
7523-9f35bee6-f3c8-49e7-aecc-f53fdc1e1c4b	3	I	Hi, the morseths all have very long whiskers
7523-9f35bee6-f3c8-49e7-aecc-f53fdc1e1c4b	33	I	Sorry, I frankly could not understand at all what the pattern was and I didn't want to waste time when I was pretty sure I wasn't going to figure it out Almost like 90% of things I clicked on matched the pattern though, so it might be a good idea to click on almost everything?
7523-9f35bee6-f3c8-49e7-aecc-f53fdc1e1c4b	43	I	This one is a bit tricky There is a center of the petals, if it is white and the bottom part of the flower that is curving to the left is colored, it is a luzak it's a small circle in the center If the small circle is white, but the bottom petal is white too, it is not a luzak unless there are these small dots on the petals as well, then it is a luzak If this is hard to understand, it might just be better to click on everything with a small white circle in the center frankly
7691-81a6c91c-659c-4fcb-8373-bbf90614b486	8	I	red trunks, purple trunks, purple balls 
7691-81a6c91c-659c-4fcb-8373-bbf90614b486	38	I	The majority of the zorb's features are almost completely orange
7790-7df05fcf-2ff4-4403-8b14-97dc2780edb0	8	I	this specie has the stems in colors , range , purple, green and light blue
7790-7df05fcf-2ff4-4403-8b14-97dc2780edb0	38	I	this type has colors purple and ornage and not many feathers orange
7831-9cd89d2d-a78a-4bed-99fa-55dd1e1be4e0	22	I	It looks like a bird Some have wings and tails and others do not some have feathers on their heads, others do not they have legs and feet like a bird
7831-9cd89d2d-a78a-4bed-99fa-55dd1e1be4e0	32	I	Most of the zorbs were large with lots of leaves. 
7831-9cd89d2d-a78a-4bed-99fa-55dd1e1be4e0	42	I	I did not see much of a pattern with luzaks.  Some plants were small and some were large Luzaks have a flower like a sunflower they have leaves that are curly que. How do I spell curly cue?
7908-21266c3d-6d57-4c08-a7dc-485bccddd7fc	22	I	center section is not many of them edges ar
7908-21266c3d-6d57-4c08-a7dc-485bccddd7fc	32	I	i suspect it is NOT the creature that is the key but its location on the grid.
7908-21266c3d-6d57-4c08-a7dc-485bccddd7fc	42	I	bottom side like a pyramid triangle
7929-724fe6a7-bdc0-4149-9d5d-96f8d6281490	11	I	White has to be the stripes. Needs to have long whiskers
7929-724fe6a7-bdc0-4149-9d5d-96f8d6281490	21	I	"MOST of them have antenna, but not all of them. MOST Of them have 3 things"" on the right hand side, but not all of them."" MOST of them have 5 things"" on the right hand side, but not all of them"" MOST Of them have wings, but not all of them. crapshoot, basically."
7929-724fe6a7-bdc0-4149-9d5d-96f8d6281490	41	I	none had flowers with colors berries, yes, flowers, no.
7955-52f34fdb-867c-42dc-8d35-7e05ea228656	9	I	"I think I've got this one. The following species look like trees with trunks and branches. The correct species are the ones in which the branches"" are either bare or have ONLY the small circles. Good luck!"" Colors are irrelevant btw"
7955-52f34fdb-867c-42dc-8d35-7e05ea228656	19	I	Hello!!! Ollers have any type of orange flower with a purple center. That is the only criteria. 
7991-e821d0e9-e594-4d32-aafb-acf3caf60da7	5	I	its like a worm and straighten body . both side on like a array of needle.
7991-e821d0e9-e594-4d32-aafb-acf3caf60da7	15	I	there is a spike on head. spike it not necesary for some picture in which there is wing colored in orange  wing colored orange is mandatory for all case. also spike on tail should be there.
7991-e821d0e9-e594-4d32-aafb-acf3caf60da7	35	I	the Zorb which contains the length of stem and the stem would be blended little bit. its leaf contains few dots only
7991-e821d0e9-e594-4d32-aafb-acf3caf60da7	45	I	Luzak must be  like a shark and the bod of fish has same color. example fully orange, blue , white don't chose the one with mixed color on surface of the body.
8042-2afe5fe8-b5e9-4eb9-b2be-e9a6c01dd5af	16	I	Only the ones with a orange tree trunk
8042-2afe5fe8-b5e9-4eb9-b2be-e9a6c01dd5af	26	I	Ok they seem to have spike things coming out of the sides and a purple flower, Purple flowers are ok without spike things.  but all spike things are good 
8042-2afe5fe8-b5e9-4eb9-b2be-e9a6c01dd5af	36	I	They have 3 long whiskers. color does not matter
8238-403f8254-4ada-417e-96bd-57f94e24e8fb	5	I	most were white, some were orange they're caterpillars go
8238-403f8254-4ada-417e-96bd-57f94e24e8fb	15	I	i didn't see many bald birds most were orange or purple a lot were white with no hair
8238-403f8254-4ada-417e-96bd-57f94e24e8fb	35	I	select less, you're selecting too many almost all of the zorbs had spiral things
8238-403f8254-4ada-417e-96bd-57f94e24e8fb	45	I	all purple with stripes, orange with white trips, purple with white fins and no stripes, purple with orange fins and no stripes, purple with stripes orange fins, purple white strips orange fins white with stripes purple fins, purple no stripes white fins, all white with stripes, orange white stripes white fins, purple white strips and white fins, purple orange stripes and orange fins, orange white stripes purple fins, all purple no stripes, white with stripes orange fins, purple with white stripes and purple fins, all purple with stripes except white fins, all white with stripes
8290-f0a8d865-235b-45c8-81d2-ef4ab823a760	0	I	Orange stem/trunk are the ones to look for
8290-f0a8d865-235b-45c8-81d2-ef4ab823a760	10	I	if body is orange and stripes are purple choose it
8290-f0a8d865-235b-45c8-81d2-ef4ab823a760	20	I	This isn't 100% accurate, but it's as close as I could get to reasonable choices: If it has wings it's a kwep
8290-f0a8d865-235b-45c8-81d2-ef4ab823a760	30	I	If tail feathers exist and have no color choose it
8296-1c6c55f7-d576-4bd1-aa3a-91a1465aac8e	11	I	an oller is a fish that has white stripes and hanging whiskers. be careful not to confuse the whiskers with the hanging tooth.
8296-1c6c55f7-d576-4bd1-aa3a-91a1465aac8e	21	I	i couldn't really figure out any distinguishing features of a kwep
8296-1c6c55f7-d576-4bd1-aa3a-91a1465aac8e	41	I	luzak seems like a tree with a colored or white trunk with white leaves remember the leaves must be white.
8308-baa7f050-9990-456d-a630-d3b0f9077966	22	I	another tricky one. The only thing I can see is that all kweps have a white arm. its a bird  don't worry about the head feathers or the tail feathers. as long as the arm is white, it should be a kwep.
8308-baa7f050-9990-456d-a630-d3b0f9077966	32	I	Zorbs have leaves and berries on them but the leaves have to be white, not colored. if the leaves are colored, it is not a zorb. make sure they have leaves and little circle berries and the leaves are white
8308-baa7f050-9990-456d-a630-d3b0f9077966	42	I	this one is tricky! they have a few that are Luzaks but don't fit the mold so we probably won't get them all they have to have thorns, and swirlies the flower petals need to be colored two different colors and the polka dots need to be white so they must have thorns, swirlies (you'll see) and polka dots. but the polka dots have to be white and the petals and to be 2 different colors
8548-a977b870-fdd6-4204-b27c-cb998535be45	0	I	It is a morseth.  It looks like a flower.  The stem must be yellow.  The flower looks like it has two layers.  One on top of each other. Both layers have 6 petals in them.  Color of petals does not matter.
8548-a977b870-fdd6-4204-b27c-cb998535be45	10	I	An oller is an fish that the body is orange, there is 3 stripes on the body.  All 3 stripes are purple One stripe is on the tail, the next is right after the tail and then third is behind the eye
8548-a977b870-fdd6-4204-b27c-cb998535be45	20	I	I only see that all of these have wings.  They are a little insect looking thing with legs and they only match if there are wings.   The wings look like a butterfly
8695-e7008bc5-0475-44f5-b2c2-bd78b5131160	7	I	If the morseth has a purple head feather and purple tail or if it just has a purple tail it is a morseth
8695-e7008bc5-0475-44f5-b2c2-bd78b5131160	17	I	Most important thing about an oller is the purple leaves with berries
8695-e7008bc5-0475-44f5-b2c2-bd78b5131160	27	I	Most of all a lot of the kwep have thorns on stems
8695-e7008bc5-0475-44f5-b2c2-bd78b5131160	37	I	If it has any whiskers it is a zorb no certain color
8806-69f27838-0d01-4061-8966-5cfc37f244e7	4	I	some have antennas white, orange, and purple. some have butterfly wings with 9 legs. some have 12 legs, no antennas no butterfly wings, purple and white backs with orange heads. some have orange heads orange wings with white legs. some have white wings purple legs, orange head, no antennas some are the same above with antennas
8806-69f27838-0d01-4061-8966-5cfc37f244e7	14	I	purple all over, 12 feathers on head, arm is purple too, and 5 purple tail feathers 12 white feathers on head, arm is purple, no tail feathers, orange head and body. 12 white feathers on head, purple arm, 5 white tail feathers, white head and body. 12 white feathers on head, purple arm, white head and body no tail feathers. 12 white feathers on head, arm is purple, white tail feathers, orange head and body. purple feathers on head, arm purple, purple tail feathers orange head and body. orange head feathers purple arm no tail feathers white head and body white feathers on head arm is purple no tail feathers orange head and body orange feathers on head purple body no tail feathers arm is purple.
8806-69f27838-0d01-4061-8966-5cfc37f244e7	24	I	I'm not sure what to say about these.  most of them have 5 stems a few have only 4 blue leaves on a lot of them some have what looks like berries on the leaves
8806-69f27838-0d01-4061-8966-5cfc37f244e7	34	I	this one is hard some have spikes, some don't. on their stem all of them have dots on the flower most of the flower parts have 3 long swirl stems one has no dots on the flower, no swirl stems and no spikes
8806-69f27838-0d01-4061-8966-5cfc37f244e7	44	I	The luzak has 3 stripes. A long tooth and three long whiskers
8848-7fd5cf8e-c532-4998-aa52-e1a5be508203	4	I	They have an orange head.
8848-7fd5cf8e-c532-4998-aa52-e1a5be508203	14	I	The feather on the bottom right is sharp. and it is colored purple Clarification: From the feathers on its head, the feather on the bottom right is sharp.
8848-7fd5cf8e-c532-4998-aa52-e1a5be508203	24	I	The correct species is positioned higher than the others.
8848-7fd5cf8e-c532-4998-aa52-e1a5be508203	34	I	They are positioned higher.
8848-7fd5cf8e-c532-4998-aa52-e1a5be508203	44	I	Has teeth and whiskers
8949-6541ef36-0310-4bdd-9d56-569a41c41496	22	I	orange feathers, or orange body, but not both
8949-6541ef36-0310-4bdd-9d56-569a41c41496	32	I	they must have white leaves
8949-6541ef36-0310-4bdd-9d56-569a41c41496	42	I	usually has a orange stem
9013-b60e3358-ca78-4df4-a83e-133b12337b50	16	I	The oller is any tree that has a brown trunk 
9013-b60e3358-ca78-4df4-a83e-133b12337b50	26	I	"You're determing whether flowers are Kweps"" or not. Every flower that has thorn looking things sticking out of it's stem is a quep. Also, there are a couple that don't have thorns too, but they have purple petals."""
9013-b60e3358-ca78-4df4-a83e-133b12337b50	36	I	This time, a zorb is considered any fish that has whiskers and also any fish that is orange with purple stripes. 
9013-b60e3358-ca78-4df4-a83e-133b12337b50	46	I	This round, the luzaks have a purple body. It doesn't matter what color the wings/legs/head are as long as the body is purple
9079-1f398b8e-722a-4cd8-baf6-ec392ed16110	22	I	Ok, this one has a lot going on. Any bird with brown feathers. If it only has brown feathers around the face, the body cannot be colored in. Any bird where the only color is the beak.  Bird with only pink in the body and no other color. That's all I can recall.
9079-1f398b8e-722a-4cd8-baf6-ec392ed16110	32	I	Find the ones with leaves that are not colored in (berry and stem color do not matter). I think the one with a pink stem, green leaves, and orange berries count too.
9079-1f398b8e-722a-4cd8-baf6-ec392ed16110	42	I	Hello. Look for the plant with spikes on the stem and the stem is colored in.
9156-84532296-bf9e-47a0-af06-9e8ab2f24efb	19	I	They all have a flower(just the center part) which is orange and has a tiny pink center. Everything else such as stem thorns or arms does not matter. 
9156-84532296-bf9e-47a0-af06-9e8ab2f24efb	49	I	It is a lttle bird. As long as it has tail feathers (any color they just have to be there) and the one little wing that it has has to be orange.
9206-55db4854-4c7b-4f3b-b91c-89c9d1d4785c	5	I	All you need to know is morthess don't have wings
9206-55db4854-4c7b-4f3b-b91c-89c9d1d4785c	15	I	If it has tail feathers and an orange wing that's what you are looking for.  It has to have both.  
9206-55db4854-4c7b-4f3b-b91c-89c9d1d4785c	35	I	Only pattern I noticed is about 90% of the time if something had thorns sticking out of the stem it was a zorb.
9206-55db4854-4c7b-4f3b-b91c-89c9d1d4785c	45	I	If it has a fang and wiskers it's definitely a luzak.  If it just has wiskers it's probably a luzak but not necessarily.  Anything without wiskers can't be a luzak.
9211-ba72bfd8-40d4-4bc1-9ff6-5879cb2c1d46	8	I	A lot of rules for this one the correct species might have no leaves on the tree if NO leaves it has a green or red trunk if it has white leaves it must have an ORANGE or RED trunk red leaves must have WHITE trunk blue leaves must have WHITE trunk purple leaves must have PURPLE trunk green leaves must have GREEN or PURPLE trunk that's the end of the rules.
9211-ba72bfd8-40d4-4bc1-9ff6-5879cb2c1d46	38	I	Hello, the zorb either have orange wings or they have purple feet and NO wings You will be looking for the Zorb species.
9306-be610f38-596c-4352-a004-0a760f107dea	3	I	I think this one is easy morseth should always have barbels
9306-be610f38-596c-4352-a004-0a760f107dea	33	I	Zorbs should have flowers AND fruits!
9306-be610f38-596c-4352-a004-0a760f107dea	43	I	This flower should have a certain combination of white pistil and thorns (or none) I'm not sure about the filaments, at least they're not always present.
9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	7	I	These birds will have a yellow beak and a colored tail.  yellow beak, colored tail
9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	17	I	Good morning, the species Oller has pink leaves on them.
9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	27	I	Kweps mostly have spikes on their stem. They all look like sea plants. There were a few cases where they did not have spikes but it was rare I noticed in the middle of their flower it was colored also
9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	37	I	Good job last round. Ok Zorbs have fangs. Big long teeth that you will see on their face Right in front of their mouths, like a vampire.
9501-2041776c-7f93-4e4a-9122-d367e0964183	8	I	Purple berries were what they all had except one, which had green berries orange leaves and a blue body
9501-2041776c-7f93-4e4a-9122-d367e0964183	38	I	It almost always has orange wings, unless it has a purple body and legs. And than it can either not have wings or the wings can be a different color
9775-3f4a876c-b6ca-4849-b9d9-b022de06b711	16	I	Ollers have orange trunks.  That's the only thing that separates them from the others
9775-3f4a876c-b6ca-4849-b9d9-b022de06b711	26	I	Any flower with thorns is a kwep
9775-3f4a876c-b6ca-4849-b9d9-b022de06b711	36	I	All fish with whiskers are zorbs.
9775-3f4a876c-b6ca-4849-b9d9-b022de06b711	46	I	Luzaks consist of at least 2 colors on their body
9867-abb398da-c2c0-4ae4-8c25-e38dff21e04b	16	I	All of them have an orange trunk. Click every one that has an orange trunk.
9867-abb398da-c2c0-4ae4-8c25-e38dff21e04b	26	I	From what I can tell, they all have thorns. That is the only thing they have in common that I noticed.
9867-abb398da-c2c0-4ae4-8c25-e38dff21e04b	36	I	They all have the three long whiskers that hang down. I think that is all they have in common.
9867-abb398da-c2c0-4ae4-8c25-e38dff21e04b	46	I	From what I can tell, the only thing they all have in common is having purple bodies.
9934-16676e98-dec0-4087-844a-3de8240f7915	3	I	Yay finally an easy on... if the fish has three long whiskers coming out of their face then it is one.
9934-16676e98-dec0-4087-844a-3de8240f7915	33	I	Hello. I had a difficult time finding the differences. Pretty much everything was a zorb.
9934-16676e98-dec0-4087-844a-3de8240f7915	43	I	Hello again. So again it is nearly impossible. If all the parts are colored in it is almost always a luzak. If there are parts that are not colored in, then it may not be.
9946-7029d2e5-3b46-4eb7-b2d3-33656910b533	0	I	morseth if the creature has an orange stem, it's a morseth.  that's it, nothing else to even look at
9946-7029d2e5-3b46-4eb7-b2d3-33656910b533	10	I	an oller is a fish with an orange body and purple stripes.  That's it
9946-7029d2e5-3b46-4eb7-b2d3-33656910b533	20	I	kwebs if the creature has the butterfly back, it's a kweb, irregardless of color anywhere if the creature doesn't have the butterfly back, then it's only a kweb if it has orange antennas off it's head
9946-7029d2e5-3b46-4eb7-b2d3-33656910b533	30	I	Alright, so zorbs here is what you need to know.  zorbs have white feathers on the bottom of their lower backs.   the only thing to know is this.  never mind any head feathers or even if they have feathers anywhere else.  if they have white feathers coming out their bottom, it;s a zorb
