trialNum	rule	iterationName	gameid	time	firstRole	salientFeature	distr1Feature	distr2Feature	message	typingTime	sender	timeFromRoundStart	eventType	messageType	uttClass	example_id
9	birds_tails	development	2061-50585fd8-7833-49c9-85f7-24a2bd43d8e4	1550000000000.0	listener	bird-tail_present	bird-bird_wing_color-orange	bird-crest_tail_color-white	ORANGE WITH WHITE TAIL	13649	speaker	25888	chatMessage	I	E	-4128773502099850987
10	trees_orange_trunks_berries	development	2061-50585fd8-7833-49c9-85f7-24a2bd43d8e4	1550000000000.0	listener	tree-trunk_color-orange	tree-trunk_color-white	tree-berries_color-purple	PINK WITH WHITE DOTS	18569	speaker	28450	chatMessage	I	E	-7611707345577922873
11	bugs_orange_antennae_or_wings	development	2061-50585fd8-7833-49c9-85f7-24a2bd43d8e4	1550000000000.0	listener	bug-antennae_color-orange	bug-legs_color-purple	bug-bug_wings_color-purple	ORANGE LEGS NO WINGS	7064	speaker	34888	chatMessage	I	E	1340651490324670993
12	fish_whiskers	development	2061-50585fd8-7833-49c9-85f7-24a2bd43d8e4	1550000000000.0	listener	fish-whiskers_present	fish-stripes_color-white	fish-body_color-white	ORANGE BODY FISH	3449	speaker	11955	chatMessage	I	E	2468580608217791502
13	fish_orange_bodies_purple_stripes	development	2061-50585fd8-7833-49c9-85f7-24a2bd43d8e4	1550000000000.0	listener	fish-body_color-orange	fish-body_color-purple	fish-stripes_present-true	ORANGE AND WHITE STRIP FISH	13763	speaker	18715	chatMessage	I	L	3658936550378245730
14	flowers_purple_centers_or_orange_stems_with_thorns	development	2061-50585fd8-7833-49c9-85f7-24a2bd43d8e4	1550000000000.0	listener	flower-center_color-purple	flower-center_color-orange	flower-stem_color-orange	WHITE STEM AND WHITE CENTER	8924	speaker	22162	chatMessage	I	L	5953904027141922647
15	birds_orange_crests_or_purple_wings	development	2061-50585fd8-7833-49c9-85f7-24a2bd43d8e4	1550000000000.0	listener	bird-crest_tail_color-orange	bird-crest_tail_color-white	bird-bird_wing_color-purple	PINK FEATHERS EXCEPT ONE WHITE ONE	12971	speaker	38942	chatMessage	I	E	-2562159848871166434
16	flowers_thorns	development	2061-50585fd8-7833-49c9-85f7-24a2bd43d8e4	1550000000000.0	listener	flower-thorns_present	flower-petals_color-white	flower-center_color-purple	WHITE STEM ORANGE CENTER	18178	speaker	24268	chatMessage	I	E	-6019282289363107561
16	flowers_thorns	development	2061-50585fd8-7833-49c9-85f7-24a2bd43d8e4	1550000000000.0	listener	flower-thorns_present	flower-petals_color-white	flower-center_color-purple	what color flowers?	12240	listener	51629	chatMessage	F	?	-6019282289363107561
17	trees_purple_leaves_berries	development	2061-50585fd8-7833-49c9-85f7-24a2bd43d8e4	1550000000000.0	listener	tree-leaves_color-purple	tree-berries_present-true	tree-leaves_color-white	Orange stem and white dots	16617	speaker	78957	chatMessage	I	L	-4743205094174999205
17	trees_purple_leaves_berries	development	2061-50585fd8-7833-49c9-85f7-24a2bd43d8e4	1550000000000.0	listener	tree-leaves_color-purple	tree-berries_present-true	tree-leaves_color-white	what color flowers?	7944	listener	97262	chatMessage	F	?	-4743205094174999205
17	trees_purple_leaves_berries	development	2061-50585fd8-7833-49c9-85f7-24a2bd43d8e4	1550000000000.0	listener	tree-leaves_color-purple	tree-berries_present-true	tree-leaves_color-white	Red leaves	5574	speaker	131156	chatMessage	F	E	-4743205094174999205
18	trees_purple_trunks_or_white_leaves_orange_berries	development	2061-50585fd8-7833-49c9-85f7-24a2bd43d8e4	1550000000000.0	listener	tree-leaves_color-white	tree-trunk_color-white	tree-leaves_color-purple	blue leaves pink dots and pink trunk	14804	speaker	19509	chatMessage	I	L	-6295278159188406104
19	fish_white_stripes_or_purple_bodies_whiskers	development	2061-50585fd8-7833-49c9-85f7-24a2bd43d8e4	1550000000000.0	listener	fish-body_color-purple	fish-stripes_color-purple	fish-body_color-orange	pink fish orange stripes	14695	speaker	22162	chatMessage	I	E	-5942694180154987294
20	bugs_antennae_or_wings_purple_bodies	development	2061-50585fd8-7833-49c9-85f7-24a2bd43d8e4	1550000000000.0	listener	bug-body_color-purple	bug-body_color-purple	bug-antennae_color-orange	All orange except pink antennas	8848	speaker	49361	chatMessage	I	E	4134572831097036077
21	fish_fangs	development	2061-50585fd8-7833-49c9-85f7-24a2bd43d8e4	1550000000000.0	listener	fish-fangs_present	fish-stripes_color-orange	fish-stripes_color-purple	pink fish and white stripes	9660	speaker	23831	chatMessage	I	L	-4231360081722522720
22	bugs_white_legs_purple_wings_or_orange_antennae	development	2061-50585fd8-7833-49c9-85f7-24a2bd43d8e4	1550000000000.0	listener	bug-legs_color-white	bug-antennae_present-true	bug-wings_present-false	No antennas with pink body and wings	15989	speaker	46100	chatMessage	I	L	2172925228153894808
25	flowers_purple_stems_or_thorns_white_centers	development	2061-50585fd8-7833-49c9-85f7-24a2bd43d8e4	1550000000000.0	listener	flower-center_color-white	flower-petals_color-purple	flower-center_color-white	Orange base and orange center and white and gray flower ruffles	35413	speaker	43640	chatMessage	I	L	-1401382090151775381
26	birds_purple_wings_crests	development	2061-50585fd8-7833-49c9-85f7-24a2bd43d8e4	1550000000000.0	listener	bird-bird_wing_color-purple	bird-crest_tail_color-purple	bird-bird_wing_color-orange	One pink feather	2684	speaker	12640	chatMessage	I	E	-4280382733902190327
27	bugs_wings_antennae	development	2061-50585fd8-7833-49c9-85f7-24a2bd43d8e4	1550000000000.0	listener	bug-antennae_present	bug-body_color-purple	bug-antennae_color-orange	Pink head all white body	12373	speaker	18229	chatMessage	I	E	-1336101348572549915
28	trees_orange_trunks_berries	development	2061-50585fd8-7833-49c9-85f7-24a2bd43d8e4	1550000000000.0	listener	tree-berries_present	tree-leaves_present-false	tree-berries_color-purple	Blue leaves and blue trunk	7872	speaker	18392	chatMessage	I	L	4866515440781566055
29	fish_white_bodies_orange_stripes_or_fangs	development	2061-50585fd8-7833-49c9-85f7-24a2bd43d8e4	1550000000000.0	listener	fish-stripes_color-orange	fish-body_color-white	fish-whiskers_present-true	Orange fish and pink stripes	6716	speaker	30045	chatMessage	I	L	-4768061976695243443
29	fish_white_bodies_orange_stripes_or_fangs	development	2061-50585fd8-7833-49c9-85f7-24a2bd43d8e4	1550000000000.0	listener	fish-stripes_color-orange	fish-body_color-white	fish-whiskers_present-true	whiskers?	10512	listener	53974	chatMessage	F	?	-4768061976695243443
29	fish_white_bodies_orange_stripes_or_fangs	development	2061-50585fd8-7833-49c9-85f7-24a2bd43d8e4	1550000000000.0	listener	fish-stripes_color-orange	fish-body_color-white	fish-whiskers_present-true	Nope	2759	speaker	63270	chatMessage	F	A	-4768061976695243443
0	flowers_orange_stems_or_thorns	development	0309-7f8b1a32-05ad-48e4-80f0-6bc7b4d5e426	1550000000000.0	listener	flower-thorns_present	flower-center_color-orange	flower-center_color-white	flowers in same color only not any other colors	13829	speaker	46030	chatMessage	I	E	1590963551429845537
1	bugs_antennae_or_wings_purple_bodies	development	0309-7f8b1a32-05ad-48e4-80f0-6bc7b4d5e426	1550000000000.0	listener	bug-body_color-purple	bug-head_color-white	bug-wings_present-false	the picture are same but legs is less	39722	speaker	79494	chatMessage	I	Q	809173063726185741
3	flowers_purple_stems_or_thorns_white_centers	development	0309-7f8b1a32-05ad-48e4-80f0-6bc7b4d5e426	1550000000000.0	listener	flower-center_color-white	flower-center_color-orange	flower-stem_color-purple	the flower stem different in color 	25250	speaker	31023	chatMessage	I	G	-3852430303645567386
4	birds_orange_crests_or_purple_wings	development	0309-7f8b1a32-05ad-48e4-80f0-6bc7b4d5e426	1550000000000.0	listener	bird-bird_wing_color-purple	bird-crest_present-true	bird-crest_tail_color-purple	the bird is different comparing with two birds	25109	speaker	35927	chatMessage	I	G	6936305606664024714
5	flowers_purple_stems_white_petals_or_orange_centers	development	0309-7f8b1a32-05ad-48e4-80f0-6bc7b4d5e426	1550000000000.0	listener	flower-petals_color-white	flower-petals_color-orange	flower-stem_color-orange	the flower is different in color	49006	speaker	174558	chatMessage	I	G	-1740075751219732375
6	fish_white_bodies_orange_stripes_or_fangs	development	0309-7f8b1a32-05ad-48e4-80f0-6bc7b4d5e426	1550000000000.0	listener	fish-stripes_color-orange	fish-whiskers_present-true	fish-stripes_color-purple	the fish is gill	14141	speaker	96639	chatMessage	I	G	1514018382697166949
6	fish_white_bodies_orange_stripes_or_fangs	development	0309-7f8b1a32-05ad-48e4-80f0-6bc7b4d5e426	1550000000000.0	listener	fish-stripes_color-orange	fish-whiskers_present-true	fish-stripes_color-purple	without mark and mustoche	10731	speaker	114674	chatMessage	I	L	1514018382697166949
1	flowers_purple_stems_white_petals_or_orange_centers	development	9441-22ec8fcb-916d-4bd9-bfe3-a078b5a39abe	1550000000000.0	listener	flower-center_color-orange	flower-petals_color-orange	flower-stem_color-purple	Click the one that is a purple flower and has a white stem	14135	speaker	25649	chatMessage	I	I	7323673722472268376
2	fish_fangs	development	9441-22ec8fcb-916d-4bd9-bfe3-a078b5a39abe	1550000000000.0	listener	fish-fangs_present	fish-fangs_present-false	fish-body_color-white	Click the one that is a purple fish with something coming out of it's mouth	27803	speaker	30816	chatMessage	I	I	8503406680973884560
3	trees_leaves_berries_or_orange_trunks	development	9441-22ec8fcb-916d-4bd9-bfe3-a078b5a39abe	1550000000000.0	listener	tree-trunk_color-orange	tree-berries_color-purple	tree-leaves_color-purple	Click the one that has blue leaves and red berries	12392	speaker	19392	chatMessage	I	I	9076226220260854252
4	fish_orange_bodies_or_fangs	development	9441-22ec8fcb-916d-4bd9-bfe3-a078b5a39abe	1550000000000.0	listener	fish-body_color-orange	fish-stripes_color-white	fish-fangs_present-true	Click the purple fish WITHOUT stripes that does NOT have anything coming out of it's mouth~~~ 	22583	speaker	24836	chatMessage	I	I	282570681084748236
5	fish_white_stripes_whiskers	development	9441-22ec8fcb-916d-4bd9-bfe3-a078b5a39abe	1550000000000.0	listener	fish-stripes_present	fish-stripes_color-white	fish-stripes_color-orange	Click the purple fish without stripes	14771	speaker	17343	chatMessage	I	I	3339062410513902740
7	trees_white_leaves_or_orange_berries	development	9441-22ec8fcb-916d-4bd9-bfe3-a078b5a39abe	1550000000000.0	listener	tree-leaves_color-white	tree-berries_present-false	tree-leaves_color-white	Click the one that has purple leaves and purple berries	8015	speaker	15427	chatMessage	I	I	597945181628809114
10	bugs_antennae_or_wings_purple_bodies	development	9441-22ec8fcb-916d-4bd9-bfe3-a078b5a39abe	1550000000000.0	listener	bug-body_color-purple	bug-bug_wings_color-purple	bug-antennae_color-orange	Click the one that has white wings and purple antennas	14991	speaker	19775	chatMessage	I	I	-3186871295907886031
11	birds_orange_tails_or_white_wings	development	9441-22ec8fcb-916d-4bd9-bfe3-a078b5a39abe	1550000000000.0	listener	bird-bird_wing_color-white	bird-bird_wing_color-orange	bird-crest_tail_color-white	Click the one that has a purple arm wing and an orange tail of feathers	32405	speaker	39963	chatMessage	I	I	-6550663988840689653
13	trees_purple_berries_or_white_trunks	development	9441-22ec8fcb-916d-4bd9-bfe3-a078b5a39abe	1550000000000.0	listener	tree-trunk_color-white	tree-leaves_color-purple	tree-berries_present-false	Click the one with green berries and NO leaves~~~	6622	speaker	9398	chatMessage	I	I	-8506243822047588852
16	fish_white_stripes_whiskers	development	9441-22ec8fcb-916d-4bd9-bfe3-a078b5a39abe	1550000000000.0	listener	fish-stripes_color-white	fish-stripes_present-true	fish-stripes_color-white	Click the one that does not have striped and is entirely white~~~	18175	speaker	24648	chatMessage	I	I	-1460053116606014193
17	trees_white_leaves_or_orange_berries	development	9441-22ec8fcb-916d-4bd9-bfe3-a078b5a39abe	1550000000000.0	listener	tree-berries_color-orange	tree-trunk_color-purple	tree-trunk_color-white	Click the one with an orange stem/trunk	17313	speaker	20265	chatMessage	I	I	-1001735506005105933
18	bugs_white_heads_or_orange_antennae_purple_legs	development	9441-22ec8fcb-916d-4bd9-bfe3-a078b5a39abe	1550000000000.0	listener	bug-legs_color-purple	bug-head_color-white	bug-legs_color-white	Click the one with purple legs and an orange head	11411	speaker	13316	chatMessage	I	I	-7226535023870210511
20	flowers_orange_petals_purple_centers	development	9441-22ec8fcb-916d-4bd9-bfe3-a078b5a39abe	1550000000000.0	listener	flower-petals_color-orange	flower-center_color-orange	flower-stem_color-orange	Click the one that has a white stem and a white round center	15625	speaker	19336	chatMessage	I	I	-904544651649089851
21	trees_leaves_berries_or_orange_trunks	development	9441-22ec8fcb-916d-4bd9-bfe3-a078b5a39abe	1550000000000.0	listener	tree-berries_present	tree-leaves_present-false	tree-leaves_color-white	Click the one with green leaves	3727	speaker	5102	chatMessage	I	I	-4905355172112309932
22	flowers_purple_stems_white_petals_or_orange_centers	development	9441-22ec8fcb-916d-4bd9-bfe3-a078b5a39abe	1550000000000.0	listener	flower-petals_color-white	flower-center_color-purple	flower-petals_color-white	Click the one with purple leaves and a white round center	13977	speaker	15191	chatMessage	I	I	-3022689761031169096
23	bugs_purple_legs_white_heads_or_orange_wings	development	9441-22ec8fcb-916d-4bd9-bfe3-a078b5a39abe	1550000000000.0	listener	bug-bug_wings_color-orange	bug-legs_color-purple	bug-body_color-purple	Click the one with a white body and orange legs	7727	speaker	17171	chatMessage	I	I	4941726958662723251
24	flowers_purple_stems_or_thorns_white_centers	development	9441-22ec8fcb-916d-4bd9-bfe3-a078b5a39abe	1550000000000.0	listener	flower-center_color-white	flower-petals_color-orange	flower-center_color-purple	Click the one with white leaves and an orange round center	11462	speaker	11576	chatMessage	I	I	-514399610029490922
25	fish_whiskers	development	9441-22ec8fcb-916d-4bd9-bfe3-a078b5a39abe	1550000000000.0	listener	fish-whiskers_present	fish-whiskers_present-false	fish-stripes_color-white	Click the one with purple stripes and whiskers/hair coming out of it's face	21513	speaker	25868	chatMessage	I	I	-6383589367749067311
26	birds_orange_crests_or_purple_wings	development	9441-22ec8fcb-916d-4bd9-bfe3-a078b5a39abe	1550000000000.0	listener	bird-bird_wing_color-purple	bird-crest_tail_color-white	bird-tail_present-true	Click the one without feathers sticking out 	7495	speaker	9250	chatMessage	I	I	-8443357761813233867
28	birds_tails	development	9441-22ec8fcb-916d-4bd9-bfe3-a078b5a39abe	1550000000000.0	listener	bird-tail_present	bird-crest_tail_color-purple	bird-crest_tail_color-orange	Click the one with a purple body and white head feathers	15881	speaker	19684	chatMessage	I	I	-689871239241657677
29	fish_orange_bodies_purple_stripes_or_whiskers	development	9441-22ec8fcb-916d-4bd9-bfe3-a078b5a39abe	1550000000000.0	listener	fish-stripes_color-purple	fish-stripes_color-white	fish-body_color-orange	Click the purple fish with purple stripes	13922	speaker	15303	chatMessage	I	I	-7290937363698249104
31	trees_purple_leaves_berries	development	9441-22ec8fcb-916d-4bd9-bfe3-a078b5a39abe	1550000000000.0	listener	tree-leaves_color-purple	tree-berries_present-true	tree-berries_color-purple	Click the one with green leaves and green berries	7861	speaker	9227	chatMessage	I	I	-511758003257797353
32	flowers_orange_stems_or_thorns	development	9441-22ec8fcb-916d-4bd9-bfe3-a078b5a39abe	1550000000000.0	listener	flower-stem_color-orange	flower-stem_color-orange	flower-center_color-purple	Click the one with an orange round center and a white stem	8924	speaker	13255	chatMessage	I	I	5644277459147808294
33	bugs_wings_antennae	development	9441-22ec8fcb-916d-4bd9-bfe3-a078b5a39abe	1550000000000.0	listener	bug-antennae_present	bug-antennae_present-false	bug-head_color-white	Click the one with a purple head and antennas	9297	speaker	10341	chatMessage	I	I	5729165239215814167
36	bugs_purple_wings_or_white_legs	development	9441-22ec8fcb-916d-4bd9-bfe3-a078b5a39abe	1550000000000.0	listener	bug-bug_wings_color-purple	bug-head_color-orange	bug-body_color-purple	Click the one with a purple head and a white body	13942	speaker	19452	chatMessage	I	I	-7479146053051542501
37	bugs_orange_antennae_or_wings	development	9441-22ec8fcb-916d-4bd9-bfe3-a078b5a39abe	1550000000000.0	listener	bug-antennae_color-orange	bug-antennae_present-true	bug-head_color-orange	Click the one with a white head and antennas	26790	speaker	30117	chatMessage	I	I	-7780865098769870314
38	bugs_orange_head	development	9441-22ec8fcb-916d-4bd9-bfe3-a078b5a39abe	1550000000000.0	listener	bug-head_color-orange	bug-body_color-purple	bug-antennae_present-true	Click the one with white antennas and an orange body	13057	speaker	13982	chatMessage	I	I	1937473985516942774
39	fish_white_bodies_orange_stripes_or_fangs	development	9441-22ec8fcb-916d-4bd9-bfe3-a078b5a39abe	1550000000000.0	listener	fish-stripes_color-orange	fish-body_color-orange	fish-stripes_color-purple	Click the purple fish with orange stripes	13916	speaker	16110	chatMessage	I	I	1060286531300859941
40	flowers_purple_centers_or_orange_stems_with_thorns	development	9441-22ec8fcb-916d-4bd9-bfe3-a078b5a39abe	1550000000000.0	listener	flower-center_color-purple	flower-center_color-orange	flower-stem_color-purple	Click the one with an orange stem and a white round center	11057	speaker	13667	chatMessage	I	I	1708555238601098282
41	trees_orange_berries_purple_trunks_or_white_leaves	development	9441-22ec8fcb-916d-4bd9-bfe3-a078b5a39abe	1550000000000.0	listener	tree-trunk_color-purple	tree-leaves_color-white	tree-berries_color-purple	Click the one with blue leaves and white berries	5692	speaker	7684	chatMessage	I	I	-6374478533289795523
42	flowers_orange_stems_or_thorns	development	9441-22ec8fcb-916d-4bd9-bfe3-a078b5a39abe	1550000000000.0	listener	flower-thorns_present	flower-thorns_present-false	flower-stem_color-orange	Click the one that has a white stem and thorns coming out of the stem	14400	speaker	20314	chatMessage	I	I	-1225433602817591777
43	fish_white_bodies_orange_stripes_or_fangs	development	9441-22ec8fcb-916d-4bd9-bfe3-a078b5a39abe	1550000000000.0	listener	fish-body_color-white	fish-body_color-orange	fish-stripes_color-white	Click the one that is a purple fish with orange stripes	6921	speaker	9361	chatMessage	I	I	-5952603109184915002
44	bugs_without_wings	development	9441-22ec8fcb-916d-4bd9-bfe3-a078b5a39abe	1550000000000.0	listener	bug-wings_present	bug-legs_color-white	bug-wings_present-true	Click the one that has a white body with purple legs~~~ And no wings~~~	17643	speaker	19037	chatMessage	I	I	5714844267908615452
0	bugs_without_wings	development	3294-239e56ee-9290-478d-95de-667898aad219	1550000000000.0	listener	bug-wings_present	bug-antennae_color-orange	bug-antennae_present-false	pink antennas 	5114	speaker	59661	chatMessage	I	E	8336615896238181534
1	fish_orange_bodies_or_fangs_whiskers	development	3294-239e56ee-9290-478d-95de-667898aad219	1550000000000.0	listener	fish-whiskers_present	fish-stripes_present-true	fish-body_color-purple	white fish pink stripes	4019	speaker	11922	chatMessage	I	E	4392533152431328544
2	birds_white_crests_or_orange_wings_tails	development	3294-239e56ee-9290-478d-95de-667898aad219	1550000000000.0	listener	bird-crest_present	bird-crest_tail_color-orange	bird-crest_present-false	has feathers on top not long on bottom	8209	speaker	26274	chatMessage	I	E	-4228514540652510435
3	birds_purple_tails	development	3294-239e56ee-9290-478d-95de-667898aad219	1550000000000.0	listener	bird-crest_tail_color-purple	bird-bird_wing_color-orange	bird-crest_tail_color-white	yellow feathers on top pink wing	4336	speaker	9168	chatMessage	I	E	-8684689358812486879
4	flowers_thorns	development	3294-239e56ee-9290-478d-95de-667898aad219	1550000000000.0	listener	flower-thorns_present	flower-center_color-white	flower-stem_color-purple	pink center whie stem	2712	speaker	18547	chatMessage	I	E	6089353334668156505
6	bugs_purple_legs_white_heads_or_orange_wings	development	3294-239e56ee-9290-478d-95de-667898aad219	1550000000000.0	listener	bug-bug_wings_color-orange	bug-wings_present-false	bug-head_color-white	orange head and wings	4172	speaker	7328	chatMessage	I	L	-3813915489821205284
8	birds_orange_tails_or_white_wings	development	3294-239e56ee-9290-478d-95de-667898aad219	1550000000000.0	listener	bird-bird_wing_color-white	bird-crest_present-true	bird-crest_tail_color-purple	orange head no feathes	4435	speaker	14112	chatMessage	I	E	1816301644070956358
10	fish_orange_bodies_purple_stripes	development	3294-239e56ee-9290-478d-95de-667898aad219	1550000000000.0	listener	fish-stripes_color-purple	fish-stripes_color-white	fish-body_color-purple	white with pink stripes	2244	speaker	5925	chatMessage	I	E	-3036464468880772620
12	flowers_purple_stems_thorns	development	3294-239e56ee-9290-478d-95de-667898aad219	1550000000000.0	listener	flower-stem_color-purple	flower-petals_color-white	flower-center_color-orange	white center purple flowers around i	9263	speaker	17648	chatMessage	I	E	1141150160074895191
13	bugs_white_legs_purple_wings_or_orange_antennae	development	3294-239e56ee-9290-478d-95de-667898aad219	1550000000000.0	listener	bug-legs_color-white	bug-head_color-white	bug-bug_wings_color-orange	orange head purple wings	4802	speaker	9218	chatMessage	I	E	-7070849289874982356
15	flowers_purple_stems_white_petals_or_orange_centers	development	3294-239e56ee-9290-478d-95de-667898aad219	1550000000000.0	listener	flower-petals_color-white	flower-center_color-white	flower-center_color-orange	purple center circle	10110	speaker	13159	chatMessage	I	E	6417317642963685385
16	flowers_purple_stems_white_petals_or_orange_centers	development	3294-239e56ee-9290-478d-95de-667898aad219	1550000000000.0	listener	flower-center_color-orange	flower-petals_color-white	flower-center_color-purple	orange center purple flowers	6399	speaker	9563	chatMessage	I	E	827553717144481490
17	trees_white_leaves_or_orange_berries	development	3294-239e56ee-9290-478d-95de-667898aad219	1550000000000.0	listener	tree-leaves_color-white	tree-berries_color-purple	tree-leaves_color-purple	orange stem and orange bulbs	4279	speaker	6768	chatMessage	I	L	-71971191364014704
18	flowers_orange_petals_purple_centers	development	3294-239e56ee-9290-478d-95de-667898aad219	1550000000000.0	listener	flower-petals_color-orange	flower-stem_color-orange	flower-center_color-purple	white center and white stem	6493	speaker	9853	chatMessage	I	L	-813319584692210523
20	bugs_orange_head	development	3294-239e56ee-9290-478d-95de-667898aad219	1550000000000.0	listener	bug-head_color-orange	bug-antennae_present-true	bug-head_color-orange	purple antenna and white head	3847	speaker	7194	chatMessage	I	L	2830670298413094009
21	trees_orange_berries_purple_trunks_or_white_leaves	development	3294-239e56ee-9290-478d-95de-667898aad219	1550000000000.0	listener	tree-trunk_color-purple	tree-trunk_color-purple	tree-berries_color-orange	yellow stem all white flowers	5340	speaker	9159	chatMessage	I	E	4521208586859154982
22	bugs_white_legs_purple_wings_or_orange_antennae	development	3294-239e56ee-9290-478d-95de-667898aad219	1550000000000.0	listener	bug-bug_wings_color-purple	bug-head_color-white	bug-antennae_color-orange	orange head and purple antenna	3867	speaker	12146	chatMessage	I	L	-5658455424181806491
23	trees_purple_leaves_berries	development	3294-239e56ee-9290-478d-95de-667898aad219	1550000000000.0	listener	tree-leaves_color-purple	tree-berries_color-purple	tree-leaves_color-purple	blue stem and blue and green tree	5910	speaker	12699	chatMessage	I	L	-7679864874022119779
24	flowers_purple_petals_or_thorns	development	3294-239e56ee-9290-478d-95de-667898aad219	1550000000000.0	listener	flower-petals_color-purple	flower-center_color-white	flower-center_color-orange	pink center	1134	speaker	5832	chatMessage	I	E	-2340564578563222807
25	birds_white_crests_or_orange_wings_tails	development	3294-239e56ee-9290-478d-95de-667898aad219	1550000000000.0	listener	bird-crest_tail_color-white	bird-crest_tail_color-purple	bird-crest_tail_color-orange	pink feathes only on bottom	6502	speaker	8674	chatMessage	I	E	-9005105910402848759
26	trees_white_leaves_or_orange_berries	development	3294-239e56ee-9290-478d-95de-667898aad219	1550000000000.0	listener	tree-berries_color-orange	tree-berries_color-purple	tree-leaves_color-purple	yellow stem all white flowers	3571	speaker	5602	chatMessage	I	E	1206460758743919785
28	birds_tails	development	3294-239e56ee-9290-478d-95de-667898aad219	1550000000000.0	listener	bird-tail_present	bird-crest_present-true	bird-tail_present-true	pink feathers none on bottom	7901	speaker	12637	chatMessage	I	E	2319817097992852513
29	trees_orange_trunks_or_berries_white_leaves	development	3294-239e56ee-9290-478d-95de-667898aad219	1550000000000.0	listener	tree-berries_present	tree-leaves_present-false	tree-berries_color-orange	purple and blue flowers	2598	speaker	5808	chatMessage	I	E	-2998410502297794656
